股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11960,0,持平,2026-06-16
台光電,2383,4486,0,持平,2026-06-16
聯發科,2454,4861,0,持平,2026-06-16
國巨*,2327,22792,1624,加碼,2026-06-16
智邦,2345,6334,0,持平,2026-06-16
旺矽,6223,2279,0,持平,2026-06-16
台達電,2308,6572,0,持平,2026-06-16
奇鋐,3017,5191,0,持平,2026-06-16
欣興,3037,12466,0,持平,2026-06-16
緯穎,6669,2492,0,持平,2026-06-16
金像電,2368,8315,0,持平,2026-06-16
聯電,2303,77390,0,持平,2026-06-16
日月光投控,3711,17948,0,持平,2026-06-16
貿聯-KY,3665,4834,0,持平,2026-06-16
南電,8046,10828,0,持平,2026-06-16
健策,3653,2267,0,持平,2026-06-16
台燿,6274,4763,0,持平,2026-06-16
信驊,5274,422,0,持平,2026-06-16
穎崴,6515,442,0,持平,2026-06-16
精測,6510,930,0,持平,2026-06-16
富世達,6805,1811,0,持平,2026-06-16
勤誠,8210,2267,0,持平,2026-06-16
鴻海,2317,7307,0,持平,2026-06-16
嘉澤,3533,852,0,持平,2026-06-16
萬潤,6187,1334,0,持平,2026-06-16
高力,8996,1034,0,持平,2026-06-16
頎邦,6147,5875,0,持平,2026-06-16
創意,3443,258,0,持平,2026-06-16
高技,5439,3528,0,持平,2026-06-16
南茂,8150,11635,0,持平,2026-06-16
譜瑞-KY,4966,1642,0,持平,2026-06-16
京元電子,2449,3645,0,持平,2026-06-16
台表科,6278,4334,0,持平,2026-06-16
臻鼎-KY,4958,1428,0,持平,2026-06-16
亞德客-KY,1590,530,0,持平,2026-06-16
金居,8358,980,0,持平,2026-06-16
精成科,6191,3988,0,持平,2026-06-16
環球晶,6488,350,0,持平,2026-06-16
新日興,3376,1741,0,持平,2026-06-16
同欣電,6271,1466,400,加碼,2026-06-16
中鋼,2002,5163,0,持平,2026-06-16
華通,2313,329,0,持平,2026-06-16
富喬,1815,107,0,持平,2026-06-16
大立光,3008,1,0,持平,2026-06-16
世芯-KY,3661,1,0,持平,2026-06-16
美律,2439,18,0,持平,2026-06-16
強茂,2481,5,0,持平,2026-06-16
廣達,2382,1,0,持平,2026-06-16
欣銓,3264,1,0,持平,2026-06-16
世界,5347,1,0,持平,2026-06-16
漢唐,2404,0,-1200,清空,2026-06-16
