股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,11864,0,持平,2026-09-17
聯發科,2454,5186,0,持平,2026-09-17
台光電,2383,4750,0,持平,2026-09-17
欣興,3037,20300,0,持平,2026-09-17
奇鋐,3017,5949,0,持平,2026-09-17
旺矽,6223,2546,0,持平,2026-09-17
緯穎,6669,6333,-158,減碼,2026-09-17
健策,3653,2512,0,持平,2026-09-17
國巨*,2327,24987,0,持平,2026-09-17
聯電,2303,89118,0,持平,2026-09-17
台達電,2308,7240,0,持平,2026-09-17
智邦,2345,6464,0,持平,2026-09-17
日月光投控,3711,16811,0,持平,2026-09-17
南電,8046,9426,0,持平,2026-09-17
貿聯-KY,3665,4281,0,持平,2026-09-17
台燿,6274,5398,0,持平,2026-09-17
信驊,5274,208,0,持平,2026-09-17
富世達,6805,1731,0,持平,2026-09-17
京元電子,2449,12818,0,持平,2026-09-17
創意,3443,413,0,持平,2026-09-17
欣銓,3264,6628,1600,加碼,2026-09-17
精測,6510,446,0,持平,2026-09-17
勤誠,8210,1516,0,持平,2026-09-17
臻鼎-KY,4958,2712,0,持平,2026-09-17
高力,8996,485,0,持平,2026-09-17
台表科,6278,3248,0,持平,2026-09-17
穎崴,6515,95,0,持平,2026-09-17
同欣電,6271,2222,0,持平,2026-09-17
精成科,6191,3988,0,持平,2026-09-17
新日興,3376,1740,0,持平,2026-09-17
金像電,2368,219,0,持平,2026-09-17
華通,2313,501,0,持平,2026-09-17
中鋼,2002,5163,0,持平,2026-09-17
大立光,3008,1,0,持平,2026-09-17
世芯-KY,3661,1,0,持平,2026-09-17
致茂,2360,1,0,持平,2026-09-17
亞德客-KY,1590,1,0,持平,2026-09-17
萬潤,6187,1,0,持平,2026-09-17
環球晶,6488,1,0,持平,2026-09-17
強茂,2481,5,0,持平,2026-09-17
華星光,4979,1,0,持平,2026-09-17
譜瑞-KY,4966,1,0,持平,2026-09-17
南亞科,2408,1,0,持平,2026-09-17
金居,8358,1,0,持平,2026-09-17
廣達,2382,1,0,持平,2026-09-17
鴻海,2317,1,0,持平,2026-09-17
世界,5347,1,0,持平,2026-09-17
慧洋-KY,2637,1,0,持平,2026-09-17
南茂,8150,1,0,持平,2026-09-17
美律,2439,1,0,持平,2026-09-17
