股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,12134,0,持平,2026-08-12
台光電,2383,4863,0,持平,2026-08-12
聯發科,2454,5448,0,持平,2026-08-12
欣興,3037,20210,0,持平,2026-08-12
奇鋐,3017,5900,99,加碼,2026-08-12
旺矽,6223,2443,0,持平,2026-08-12
國巨*,2327,25437,0,持平,2026-08-12
緯穎,6669,2496,0,持平,2026-08-12
智邦,2345,6419,0,持平,2026-08-12
台達電,2308,7070,0,持平,2026-08-12
南電,8046,9634,115,加碼,2026-08-12
日月光投控,3711,19529,0,持平,2026-08-12
聯電,2303,87718,0,持平,2026-08-12
健策,3653,2375,0,持平,2026-08-12
貿聯-KY,3665,4617,0,持平,2026-08-12
台燿,6274,5499,0,持平,2026-08-12
信驊,5274,485,30,加碼,2026-08-12
富世達,6805,2265,50,加碼,2026-08-12
金像電,2368,4000,0,持平,2026-08-12
京元電子,2449,11295,0,持平,2026-08-12
勤誠,8210,2497,0,持平,2026-08-12
萬潤,6187,1334,0,持平,2026-08-12
致茂,2360,622,50,加碼,2026-08-12
華星光,4979,2424,250,加碼,2026-08-12
精測,6510,478,117,加碼,2026-08-12
高力,8996,802,90,加碼,2026-08-12
臻鼎-KY,4958,1682,0,持平,2026-08-12
欣銓,3264,3080,0,持平,2026-08-12
台表科,6278,3250,0,持平,2026-08-12
同欣電,6271,2224,0,持平,2026-08-12
精成科,6191,3988,0,持平,2026-08-12
新日興,3376,1741,0,持平,2026-08-12
穎崴,6515,23,0,持平,2026-08-12
中鋼,2002,5163,0,持平,2026-08-12
譜瑞-KY,4966,140,0,持平,2026-08-12
創意,3443,1,0,持平,2026-08-12
大立光,3008,1,0,持平,2026-08-12
世芯-KY,3661,1,0,持平,2026-08-12
嘉澤,3533,1,0,持平,2026-08-12
亞德客-KY,1590,1,0,持平,2026-08-12
環球晶,6488,1,0,持平,2026-08-12
強茂,2481,5,0,持平,2026-08-12
南亞科,2408,1,0,持平,2026-08-12
金居,8358,1,0,持平,2026-08-12
廣達,2382,1,0,持平,2026-08-12
鴻海,2317,1,0,持平,2026-08-12
華通,2313,1,0,持平,2026-08-12
世界,5347,1,0,持平,2026-08-12
南茂,8150,1,0,持平,2026-08-12
美律,2439,1,0,持平,2026-08-12
