股票名稱,代碼,持有張數,張數增減,備註,日期
台積電,2330,10100,0,持平,2026-09-08
聯發科,2454,2210,0,持平,2026-09-08
奇鋐,3017,2850,-300,減碼,2026-09-08
台光電,2383,1600,0,持平,2026-09-08
欣興,3037,8460,0,持平,2026-09-08
聯電,2303,55000,0,持平,2026-09-08
旺矽,6223,1100,0,持平,2026-09-08
健策,3653,1115,0,持平,2026-09-08
台達電,2308,2750,0,持平,2026-09-08
緯穎,6669,1988,-100,減碼,2026-09-08
國巨*,2327,8000,0,持平,2026-09-08
智邦,2345,2307,0,持平,2026-09-08
信驊,5274,210,0,持平,2026-09-08
大立光,3008,600,-86,減碼,2026-09-08
創意,3443,580,0,持平,2026-09-08
南亞,1303,13500,0,持平,2026-09-08
景碩,3189,3400,0,持平,2026-09-08
南電,8046,2640,0,持平,2026-09-08
環球晶,6488,2800,0,持平,2026-09-08
台燿,6274,1900,0,持平,2026-09-08
貿聯-KY,3665,1293,0,持平,2026-09-08
日月光投控,3711,4000,0,持平,2026-09-08
致茂,2360,1000,0,持平,2026-09-08
高力,8996,1580,0,持平,2026-09-08
力成,6239,5360,0,持平,2026-09-08
富世達,6805,650,0,持平,2026-09-08
鴻勁,7769,130,0,持平,2026-09-08
鴻海,2317,3200,0,持平,2026-09-08
順達,3211,2000,0,持平,2026-09-08
京元電子,2449,2600,0,持平,2026-09-08
光聖,6442,350,0,持平,2026-09-08
辛耘,3583,800,0,持平,2026-09-08
聯鈞,3450,1100,0,持平,2026-09-08
強茂,2481,3000,0,持平,2026-09-08
國泰金,2882,4000,0,持平,2026-09-08
川湖,2059,35,0,持平,2026-09-08
嘉澤,3533,250,0,持平,2026-09-08
華邦電,2344,1500,0,持平,2026-09-08
漢唐,2404,250,0,持平,2026-09-08
金居,8358,400,0,持平,2026-09-08
全新,2455,386,0,持平,2026-09-08
欣銓,3264,700,0,持平,2026-09-08
中砂,1560,191,0,持平,2026-09-08
旺宏,2337,1000,0,持平,2026-09-08
長興,1717,1500,0,持平,2026-09-08
光寶科,2301,300,0,持平,2026-09-08
啟碁,6285,350,0,持平,2026-09-08
群聯,8299,1,0,持平,2026-09-08
帆宣,6196,1,0,持平,2026-09-08
上銀,2049,1,0,持平,2026-09-08
